"Day No","Period No","Teacher Code","Precedes","Session No","Session Name","Session Code","Unavailable"
"8","5","TSI","True","1","Before Period 5 Day 8","L2","True"
"9","4","TSI","False","1","After Period 4 Day 9","L1","True"
"9","5","TSI","True","1","Before Period 5 Day 9","L2","True"
"9","6","TSI","False","1","After Period 6 Day 9","AS","True"
"10","6","VID","False","1","After Period 6 Day 10","AS","True"
"5","2","VID","False","1","After Period 2 Day 5","R","True"
"1","6","VID","False","1","AfterPeriod6Day1","AS","True"
"1","2","VID","False","1","AfterPeriod2Day1","R","True"
"2","6","VID","False","1","After Period 6 Day 2","AS","True"
"5","4","VID","False","1","After Period 4 Day 5","L1","True"
"5","5","VID","True","1","Before Period 5 Day 5","L2","True"
"7","2","VID","False","1","After Period 2 Day 7","R","True"
"7","6","VID","False","1","After Period 6 Day 7","AS","True"
"10","2","VID","False","1","After Period 2 Day 10","R","True"
"10","4","VID","False","1","After Period 4 Day 10","L1","True"
"10","5","VID","True","1","Before Period 5 Day 10","L2","True"
"1","4","VID","False","1","AfterPeriod4Day1","L1","True"
"2","4","VID","False","1","After Period 4 Day 2","L1","True"
"2","5","VID","True","1","Before Period 5 Day 2","L2","True"
"4","6","VID","False","1","After Period 6 Day 4","AS","True"
"4","4","VID","False","1","After Period 4 Day 4","L1","True"
"4","5","VID","True","1","Before Period 5 Day 4","L2","True"
"6","2","VID","False","1","After Period 2 Day 6","R","True"
"6","4","VID","False","1","After Period 4 Day 6","L1","True"
"6","5","VID","True","1","Before Period 5 Day 6","L2","True"
"8","2","VID","False","1","After Period 2 Day 8","R","True"
"9","6","VID","False","1","After Period 6 Day 9","AS","True"
"9","4","VID","False","1","After Period 4 Day 9","L1","True"
"9","5","VID","True","1","Before Period 5 Day 9","L2","True"
"3","6","VOU","False","1","After Period 6 Day 3","AS","True"
"4","6","VOU","False","1","After Period 6 Day 4","AS","True"
"7","2","VOU","False","1","After Period 2 Day 7","R","True"
"6","6","VOU","False","1","After Period 6 Day 6","AS","True"
"9","6","VOU","False","1","After Period 6 Day 9","AS","True"
"2","6","VOU","False","1","After Period 6 Day 2","AS","True"
"8","6","VOU","False","1","After Period 6 Day 8","AS","True"
"1","6","VOU","False","1","AfterPeriod6Day1","AS","True"
"3","2","VOU","False","1","After Period 2 Day 3","R","True"
"3","4","VOU","False","1","After Period 4 Day 3","L1","True"
"3","5","VOU","True","1","Before Period 5 Day 3","L2","True"
"4","4","VOU","False","1","After Period 4 Day 4","L1","True"
"4","5","VOU","True","1","Before Period 5 Day 4","L2","True"
"6","4","VOU","False","1","After Period 4 Day 6","L1","True"
"6","5","VOU","True","1","Before Period 5 Day 6","L2","True"
"7","4","VOU","False","1","After Period 4 Day 7","L1","True"
"7","5","VOU","True","1","Before Period 5 Day 7","L2","True"
"7","6","VOU","False","1","After Period 6 Day 7","AS","True"
"8","4","VOU","False","1","After Period 4 Day 8","L1","True"
"8","5","VOU","True","1","Before Period 5 Day 8","L2","True"
"9","2","VOU","False","1","After Period 2 Day 9","R","True"
"4","2","VOU","False","1","After Period 2 Day 4","R","True"
"5","4","VOU","False","1","After Period 4 Day 5","L1","True"
"5","5","VOU","True","1","Before Period 5 Day 5","L2","True"
"7","6","WAN","False","1","After Period 6 Day 7","AS","True"
"8","2","WAN","False","1","After Period 2 Day 8","R","True"
"10","4","WAN","False","1","After Period 4 Day 10","L1","True"
"10","5","WAN","True","1","Before Period 5 Day 10","L2","True"
"2","4","WAN","False","1","After Period 4 Day 2","L1","True"
"2","5","WAN","True","1","Before Period 5 Day 2","L2","True"
"4","6","WAN","False","1","After Period 6 Day 4","AS","True"
"5","4","WAN","False","1","After Period 4 Day 5","L1","True"
"5","5","WAN","True","1","Before Period 5 Day 5","L2","True"
"6","6","WAN","False","1","After Period 6 Day 6","AS","True"
"8","6","WAN","False","1","After Period 6 Day 8","AS","True"
"8","4","WAN","False","1","After Period 4 Day 8","L1","True"
"8","5","WAN","True","1","Before Period 5 Day 8","L2","True"
"1","4","WAN","False","1","AfterPeriod4Day1","L1","True"
"1","5","WAN","True","1","BeforePeriod5Day1","L2","True"
"1","6","WAN","False","1","AfterPeriod6Day1","AS","True"
"4","4","WAN","False","1","After Period 4 Day 4","L1","True"
"4","5","WAN","True","1","Before Period 5 Day 4","L2","True"
"6","4","WAN","False","1","After Period 4 Day 6","L1","True"
"6","5","WAN","True","1","Before Period 5 Day 6","L2","True"
"9","2","WAN","False","1","After Period 2 Day 9","R","True"
"10","2","WAN","False","1","After Period 2 Day 10","R","True"
"2","2","WAN","False","1","After Period 2 Day 2","R","True"
"6","2","WAN","False","1","After Period 2 Day 6","R","True"
"5","6","WEO","False","1","After Period 6 Day 5","AS","True"
"7","6","WEO","False","1","After Period 6 Day 7","AS","True"
"7","2","WEO","False","1","After Period 2 Day 7","R","True"
"7","6","WHE","False","1","After Period 6 Day 7","AS","True"
"5","4","WHE","False","1","After Period 4 Day 5","L1","True"
"5","5","WHE","True","1","Before Period 5 Day 5","L2","True"
"5","6","WHE","False","1","After Period 6 Day 5","AS","True"
"10","6","WHE","False","1","After Period 6 Day 10","AS","True"
"1","5","WHE","True","1","BeforePeriod5Day1","L2","True"
"1","4","WHE","False","1","AfterPeriod4Day1","L1","True"
"1","2","WHE","False","1","AfterPeriod2Day1","R","True"
"7","4","WHE","False","1","After Period 4 Day 7","L1","True"
"7","5","WHE","True","1","Before Period 5 Day 7","L2","True"
"10","2","WHE","False","1","After Period 2 Day 10","R","True"
"1","6","WHE","False","1","AfterPeriod6Day1","AS","True"
"5","2","WHE","False","1","After Period 2 Day 5","R","True"
"10","4","WHE","False","1","After Period 4 Day 10","L1","True"
"10","5","WHE","True","1","Before Period 5 Day 10","L2","True"
"1","4","WIL","False","1","AfterPeriod4Day1","L1","True"
"1","5","WIL","True","1","BeforePeriod5Day1","L2","True"
"2","6","WIL","False","1","After Period 6 Day 2","AS","True"
"10","2","WIL","False","1","After Period 2 Day 10","R","True"
"5","2","WIL","False","1","After Period 2 Day 5","R","True"
"6","2","WIL","False","1","After Period 2 Day 6","R","True"
"7","6","WIL","False","1","After Period 6 Day 7","AS","True"
"9","6","WIL","False","1","After Period 6 Day 9","AS","True"
"10","4","WIL","False","1","After Period 4 Day 10","L1","True"
"10","5","WIL","True","1","Before Period 5 Day 10","L2","True"
"2","6","YOU","False","1","After Period 6 Day 2","AS","True"
"3","6","YOU","False","1","After Period 6 Day 3","AS","True"
"5","6","YOU","False","1","After Period 6 Day 5","AS","True"
"7","6","YOU","False","1","After Period 6 Day 7","AS","True"
"8","6","YOU","False","1","After Period 6 Day 8","AS","True"
"10","2","YOU","False","1","After Period 2 Day 10","R","True"
"5","4","YOU","False","1","After Period 4 Day 5","L1","True"
"5","5","YOU","True","1","Before Period 5 Day 5","L2","True"
"9","6","YOU","False","1","After Period 6 Day 9","AS","True"
"7","2","YOU","False","1","After Period 2 Day 7","R","True"
"8","2","YOU","False","1","After Period 2 Day 8","R","True"
"10","6","YOU","False","1","After Period 6 Day 10","AS","True"
"6","2","YOU","False","1","After Period 2 Day 6","R","True"
"7","4","YOU","False","1","After Period 4 Day 7","L1","True"
"9","4","YOU","False","1","After Period 4 Day 9","L1","True"
"9","5","YOU","True","1","Before Period 5 Day 9","L2","True"
"10","4","YOU","False","1","After Period 4 Day 10","L1","True"
"10","5","YOU","True","1","Before Period 5 Day 10","L2","True"
"5","2","YOU","False","1","After Period 2 Day 5","R","True"
"5","6","ZAH","False","1","After Period 6 Day 5","AS","True"
"1","6","ZAH","False","1","AfterPeriod6Day1","AS","True"
"3","6","ZAH","False","1","After Period 6 Day 3","AS","True"
"4","6","ZAH","False","1","After Period 6 Day 4","AS","True"
"10","2","ZAH","False","1","After Period 2 Day 10","R","True"
"1","2","ZAH","False","1","AfterPeriod2Day1","R","True"
"7","2","ZAH","False","1","After Period 2 Day 7","R","True"
"10","6","ZAH","False","1","After Period 6 Day 10","AS","True"
"2","2","ZAH","False","1","After Period 2 Day 2","R","True"
"2","4","ZAH","False","1","After Period 4 Day 2","L1","True"
"2","5","ZAH","True","1","Before Period 5 Day 2","L2","True"
"2","6","ZAH","False","1","After Period 6 Day 2","AS","True"
"6","4","ZAH","False","1","After Period 4 Day 6","L1","True"
"6","2","ZAH","False","1","After Period 2 Day 6","R","True"
"6","5","ZAH","True","1","Before Period 5 Day 6","L2","True"
"6","6","ZAH","False","1","After Period 6 Day 6","AS","True"
"7","4","ZAH","False","1","After Period 4 Day 7","L1","True"
"7","5","ZAH","True","1","Before Period 5 Day 7","L2","True"
"8","2","ZAH","False","1","After Period 2 Day 8","R","True"
"9","6","ZAH","False","1","After Period 6 Day 9","AS","True"
"10","4","ZAH","False","1","After Period 4 Day 10","L1","True"
"10","5","ZAH","True","1","Before Period 5 Day 10","L2","True"
"2","6","ZHK","False","1","After Period 6 Day 2","AS","True"
"5","6","ZHK","False","1","After Period 6 Day 5","AS","True"
"6","6","ZHK","False","1","After Period 6 Day 6","AS","True"
"6","2","ZHK","False","1","After Period 2 Day 6","R","True"
"7","6","ZHK","False","1","After Period 6 Day 7","AS","True"
"1","2","ZHK","False","1","AfterPeriod2Day1","R","True"
"10","2","ZHK","False","1","After Period 2 Day 10","R","True"
"1","4","ZHK","False","1","AfterPeriod4Day1","L1","True"
"1","5","ZHK","True","1","BeforePeriod5Day1","L2","True"
"1","6","ZHK","False","1","AfterPeriod6Day1","AS","True"
"3","4","ZHK","False","1","After Period 4 Day 3","L1","True"
"3","5","ZHK","True","1","Before Period 5 Day 3","L2","True"
"4","6","ZHK","False","1","After Period 6 Day 4","AS","True"
"5","2","ZHK","False","1","After Period 2 Day 5","R","True"
"6","4","ZHK","False","1","After Period 4 Day 6","L1","True"
"6","5","ZHK","True","1","Before Period 5 Day 6","L2","True"
"7","2","ZHK","False","1","After Period 2 Day 7","R","True"
"7","4","ZHK","False","1","After Period 4 Day 7","L1","True"
"7","5","ZHK","True","1","Before Period 5 Day 7","L2","True"
"8","6","ZHK","False","1","After Period 6 Day 8","AS","True"
"8","2","ZHK","False","1","After Period 2 Day 8","R","True"
"9","2","ZHK","False","1","After Period 2 Day 9","R","True"
