"Roll Class Code","Roll Class Block","ColourCode","Periods","Doubles","Triples","Quadruples","Load","Class Code","Class Name","Class Suffix","Teacher Code","Faculty Code","Room Code","Site No","Row No","ClassGroupGuid","RollClassGuid","TeacherGuid","FacultyGuid","RoomGuid","ClassNameGuid"
"09F","E","6","4","2","0","0","1.00","1PED09F","Physical Education Year 9 Sem 1F","F","GIB","","","1","1","{7417539E-7D6C-42E2-BF96-E21591FD3DED}","{C0F321E4-0F95-4654-A509-D69885D18225}","{FD728803-54DE-45AB-9813-96E17E2EF7A6}","","","{D5E8BFB5-67C9-496A-9817-DA6EC5272D43}"
"09F","F","34","4","0","0","0","1.00","1HHD09F","Health & Human Devolopment Year 9 Sem 1F","F","MAZ","","","1","1","{A899CF4D-52C0-4326-AA29-2118E8F9F3D1}","{C0F321E4-0F95-4654-A509-D69885D18225}","{A9B87346-C226-4659-B2FC-9431F72E64AB}","","","{A7660E88-B9DC-466E-AFF5-8652CD45CF01}"
"09F","G","63","4","2","0","0","1.00","1CBD091F","Connect Bio Dash Year 9 Sem 11F","1F","MMH","","R13","1","1","{ECD013F0-DBE8-4B4E-A0AF-91B742C7C5F6}","{C0F321E4-0F95-4654-A509-D69885D18225}","{0B43B9CB-B165-4E07-BF44-4C7DAE17B4B9}","","{B5662FCA-27CE-4417-84BB-ACFDE78512FA}","{7C220A28-FFD1-4156-B19A-FA49F3EEBA4A}"
"09F","H","19","6","2","0","0","1.00","1WDA095","Wood A Year 9 Sem 15","5","MIR","","T5","1","1","{CFCAAEB8-D1B9-4D54-8A0D-DEFADA360967}","{C0F321E4-0F95-4654-A509-D69885D18225}","{0BAFB222-49D6-481A-B018-8CA786E66FEC}","","{1BD8D620-DC15-4ECF-9813-2F78C527BD51}","{D4F75F53-952B-4999-83F1-9C0F9BAE2AD4}"
"09F","I","23","6","2","0","0","1.00","1PFR096","Physical Fitness and Recreation Year 9 Sem 16","6","MAZ","","","1","1","{14EA8BD7-4109-4C5E-9542-A886498F87EC}","{C0F321E4-0F95-4654-A509-D69885D18225}","{A9B87346-C226-4659-B2FC-9431F72E64AB}","","","{ED8C1532-A971-4883-99A4-FB4F8EBA3E52}"
"09F","I","23","6","2","0","0","1.00","1PSY096","Psychology Year 9 Sem 16","6","MRE","","","1","2","{14EA8BD7-4109-4C5E-9542-A886498F87EC}","{C0F321E4-0F95-4654-A509-D69885D18225}","{FE9412D1-8BB0-4803-9623-B3ED7080EBBE}","","","{18BDDA46-907D-472E-BB58-99475F3EC765}"
"09F","J","62","2","0","0","0","1.00","1PCR09F","Pastoral Care Year 9 Sem 1F","F","MMH","","LIB1","1","1","{25C994E2-71BB-4944-9A6D-93BCCDDDCB68}","{C0F321E4-0F95-4654-A509-D69885D18225}","{0B43B9CB-B165-4E07-BF44-4C7DAE17B4B9}","","{AD4E1A25-0087-4F18-96C8-11E5B39595DB}","{7C683290-18A2-4202-B2E1-10D063ECE29C}"
"08A","A","1","9","2","0","0","1.00","1ENG08A","English Year 8 Sem 1A","A","MMH","","B4","1","1","{E362C7FC-0E8C-443A-BEA3-D8EEAE103B77}","{17353407-0819-4171-ADC1-35FF242E424D}","{0B43B9CB-B165-4E07-BF44-4C7DAE17B4B9}","","{5AC82098-CEF3-475D-83CC-C3B4C93F73CC}","{7DD64247-5EAF-4DE1-83FE-BFEA2F0F44E1}"
"08A","B","2","7","2","0","0","1.00","1HUM08A","Humanities Year 8 Sem 1A","A","CHA","","B4","1","1","{76C02DEF-8DA4-4534-B181-0094CC82C2B9}","{17353407-0819-4171-ADC1-35FF242E424D}","{34596AA2-3C61-4026-BDC8-25610C7649AA}","","{5AC82098-CEF3-475D-83CC-C3B4C93F73CC}","{BD3C9F3B-2112-4593-89BD-174E80970EE4}"
"08A","C","3","9","0","0","0","1.00","1MTH08A","Mathematics Year 8 Sem 1A","A","CKS","","B4","1","1","{178D959E-F08F-47D1-A7FA-7473CCC44716}","{17353407-0819-4171-ADC1-35FF242E424D}","{B43E1812-FB6A-4AC0-8271-6998E541D2C5}","","{5AC82098-CEF3-475D-83CC-C3B4C93F73CC}","{955A48A3-F817-49F2-8F79-10DA8AAD73C9}"
"08A","D","4","7","2","0","0","1.00","1SCI08A","Science Year 8 Sem 1A","A","WAN","","S4","1","1","{374C0CBD-4B2A-401D-B19A-022AC1EA47A6}","{17353407-0819-4171-ADC1-35FF242E424D}","{BA55FEAD-3CEA-4238-8566-277753E52271}","","{F5456ABA-00C2-45CE-BB60-E7CBB0EFC571}","{F7F18BB6-A034-4A4A-B035-29730934DB7E}"
"08A","E","7","6","0","0","0","1.00","1LAN08A","Languages: Italian Year 8 Sem 1A","A","FEL","","B4","1","1","{C92AAC8B-3E6D-4E2C-8129-8413F9AE3C25}","{17353407-0819-4171-ADC1-35FF242E424D}","{A85C1117-91B5-487B-AC82-A7E117F91882}","","{5AC82098-CEF3-475D-83CC-C3B4C93F73CC}","{CDA9D88D-C9B6-4D91-B3B3-3FB32388D889}"
"08A","F","6","4","2","0","0","1.00","1PED08A","Physical Education Year 8 Sem 1A","A","MLM","","","1","1","{DF1BB85F-F2E3-4434-8E35-C3023AB4EF5F}","{17353407-0819-4171-ADC1-35FF242E424D}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}","","","{D60D6DC9-17EB-464C-9FA5-EBF282BD129B}"
"08A","G","67","4","2","0","0","1.00","1PCG08A","PASE Court Games Year 8 Sem 1A","A","ANM","","","1","1","{EE641FBC-C911-4007-B280-C786685D16C2}","{17353407-0819-4171-ADC1-35FF242E424D}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","","{39F52909-E1AE-4E6B-8B1F-0738CB2B947A}"
"08A","H","8","6","2","0","0","1.00","1MTR08A","Materials Year 8 Sem 1A","A","GAM","","T7","1","1","{F743538F-7CA4-4F1C-8ACA-BCE2DD51CC0F}","{17353407-0819-4171-ADC1-35FF242E424D}","{16514A4B-8F47-451F-A8B4-B146F5DEE338}","","{E72DFC7C-EBCF-4C2F-A452-1B933D8DF3A8}","{7EEAE29F-3F5D-4C8E-A745-E1E1F22F35DA}"
"08A","I","41","6","3","0","0","1.00","1ART08A","Art Year 8 Sem 1A","A","FEJ","","","1","1","{CD511A52-F15B-4DF8-91EE-D3B1CC3F6596}","{17353407-0819-4171-ADC1-35FF242E424D}","{40AD2993-D198-472C-996E-80E1EE35B8B3}","","","{50E3966C-DE78-4175-8C83-FC8D0631098A}"
"08A","J","62","2","0","0","0","1.00","1PCR08A","Pastoral Care Year 8 Sem 1A","A","FEJ","","B4","1","1","{0B306F03-FB4F-41D7-94A7-547B0B3E563E}","{17353407-0819-4171-ADC1-35FF242E424D}","{40AD2993-D198-472C-996E-80E1EE35B8B3}","","{5AC82098-CEF3-475D-83CC-C3B4C93F73CC}","{D35256EC-72F8-4DE6-B02F-17104988A573}"
"08B","A","1","9","2","0","0","1.00","1ENG08B","English Year 8 Sem 1B","B","KNO","","","1","1","{0081EE0D-DB76-4617-A4FE-C2D570F7B652}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{1614F1E3-F6D5-4768-9C21-230876168BC0}","","","{DF71BF4E-8DA9-43CB-95C8-014B82C34782}"
"08B","B","2","7","2","0","0","1.00","1HUM08B","Humanities Year 8 Sem 1B","B","SPK","","","1","1","{46894A22-831B-47AB-A387-33D218576352}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{D3AAA5AE-0223-4DC2-850A-A4D5FCBC3BDD}","","","{D7F35FDF-BE19-4CD6-A96C-5B0CC56536A4}"
"08B","C","3","9","0","0","0","1.00","1MTH08B","Mathematics Year 8 Sem 1B","B","ZAH","","","1","1","{5BCE0EDF-056F-435D-9408-AD77A6B6044F}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}","","","{E05FBE3C-3DFE-4D99-A62D-9838F02A2B75}"
"08B","D","4","7","2","0","0","1.00","1SCI08B","Science Year 8 Sem 1B","B","WAN","","","1","1","{25C955FB-5837-41A1-845B-1C3C4DE42703}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{BA55FEAD-3CEA-4238-8566-277753E52271}","","","{9E7D6E92-BAA4-49A0-86D9-536CB08BB25C}"
"08B","E","7","6","0","0","0","1.00","1LAN08B","Languages: Italian Year 8 Sem 1B","B","CLA","","","1","1","{2A19BA4E-22BB-4BF4-83FA-8C76775BD41B}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{B0520564-1ABC-4B84-BB24-43AA04D2E192}","","","{76DEF45F-5B24-448B-95B4-FFFBB94D86AF}"
"08B","F","6","4","2","0","0","1.00","1PED08B","Physical Education Year 8 Sem 1B","B","OHA","","","1","1","{8A3923D4-894E-4BA7-8DFE-40846AB95FE0}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","","{32597AD2-A4A8-4B15-BC9E-EB3C5514F865}"
"08B","G","67","4","2","0","0","1.00","1PFS08B","PASE Field Sports Year 8 Sem 1B","B","MLM","","","1","1","{CA6EE380-D2FE-46D3-A9A7-44604002D8DC}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}","","","{329814A5-126F-4F8F-B48D-38C30C9B61AF}"
"08B","H","22","6","3","0","0","1.00","1HEC08B","Home Economics Year 8 Sem 1B","B","OHA","","","1","1","{54EB8106-A898-434D-986B-14B91BE24C45}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","","{CD8CD398-7346-41D5-BCAA-6F981A1FDA89}"
"08B","I","28","3","0","0","0","1.00","1MUS08B","Music Year 8 Sem 1B","B","MAR","","PA6","1","1","{B2C197E3-628E-4A25-9B70-50F53DCF656F}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{41B179B0-40FC-4775-892B-160A1B443EFB}","","{32962BBE-C0FA-4FE3-8757-D2143134B670}","{95CAE81C-EA80-4FEA-94C7-9B9717CC82BC}"
"08B","J","32","3","1","0","0","1.00","1DRA08B","Drama Year 8 Sem 1B","B","HIN","","","1","1","{D3939979-2416-4100-9F9D-44290E0364E2}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{352C7037-98BA-4002-A0B7-5AFEA9BB8CEC}","","","{9EA91629-4C7C-4E48-94C4-F888C31A01A6}"
"08B","K","62","2","0","0","0","1.00","1PCR08B","Pastoral Care Year 8 Sem 1B","B","SPK","","TC2","1","1","{03BE4661-2E8A-4DFC-A291-D43411EE4D23}","{B5B90914-31D9-4030-8EB4-43B8B87E5A91}","{D3AAA5AE-0223-4DC2-850A-A4D5FCBC3BDD}","","{1DDAE3A5-1647-4ACA-B92E-A61B6831B1C2}","{9B5125FE-E2BA-4E85-A2EC-66956B6A8B58}"
"08C","A","1","9","1","0","0","1.00","1ENG08C","English Year 8 Sem 1C","C","WEO","","B5","1","1","{B6EFC490-CA04-4BCB-8382-8FE58A6E761A}","{3BEDAC30-377B-4E20-8832-41B665A502A7}","{A0F99FC4-5F71-4977-AF50-185CCFDFB1A6}","","{1B265DE5-59A1-4E14-ADFD-FAC4362FFFBF}","{79B5CC86-43B0-4AA5-B5FC-E6617E05636F}"
"08C","B","2","7","1","0","0","1.00","1HUM08C","Humanities Year 8 Sem 1C","C","VID","","B5","1","1","{914D81C5-55B6-4FA5-8985-389525825642}","{3BEDAC30-377B-4E20-8832-41B665A502A7}","{87668229-91A8-4FD3-8866-FDA868C85FC0}","","{1B265DE5-59A1-4E14-ADFD-FAC4362FFFBF}","{82A8BC8D-5726-4A1E-8839-58FBB0A7BC8D}"
"08C","C","3","9","3","0","0","1.00","1MTH08C","Mathematics Year 8 Sem 1C","C","CRI","","B5","1","1","{DC5AD889-0D1E-4C86-B25A-9B1F6E854A4C}","{3BEDAC30-377B-4E20-8832-41B665A502A7}","{528D6872-0302-4ABD-B82F-DD9A31848671}","","{1B265DE5-59A1-4E14-ADFD-FAC4362FFFBF}","{BEDADDD5-3B01-418A-A7D5-0BFAA3AF2396}"
"08C","D","4","7","2","0","0","1.00","1SCI08C","Science Year 8 Sem 1C","C","SMP","","S4","1","1","{761B6181-1009-425A-A47F-8C883C1034D8}","{3BEDAC30-377B-4E20-8832-41B665A502A7}","{D15BAB4D-8A92-476B-8982-A571C1BDD487}","","{F5456ABA-00C2-45CE-BB60-E7CBB0EFC571}","{908E3BD6-9E7B-47CF-AB60-B8CD0AE10AF3}"
"08C","E","7","6","0","0","0","1.00","1LAN08C","Languages: Italian Year 8 Sem 1C","C","FEL","","B5","1","1","{C00F3E0E-46EC-40DF-9EC4-5ED37AD87E5E}","{3BEDAC30-377B-4E20-8832-41B665A502A7}","{A85C1117-91B5-487B-AC82-A7E117F91882}","","{1B265DE5-59A1-4E14-ADFD-FAC4362FFFBF}","{0FD7119D-9395-4377-901D-AF359FA3AF79}"
"08C","F","6","4","2","0","0","1.00","1PED08C","Physical Education Year 8 Sem 1C","C","GIB","","","1","1","{55B96601-3675-4BFD-8CAB-7B4B88C4CE21}","{3BEDAC30-377B-4E20-8832-41B665A502A7}","{FD728803-54DE-45AB-9813-96E17E2EF7A6}","","","{27EC9F34-C452-4362-9160-1966E9AEA13F}"
"08C","G","67","4","2","0","0","1.00","1PNG08C","PASE Net Games Year 8 Sem 1C","C","SMA","","","1","1","{BD0CC138-815A-4FFB-9396-24C0EA607F90}","{3BEDAC30-377B-4E20-8832-41B665A502A7}","{154265BE-27BD-455B-9C38-D18B83000A2A}","","","{9A194667-FC10-47E9-8032-2D7B3339FB8E}"
"08C","H","8","6","2","0","0","1.00","1MTR08C","Materials Year 8 Sem 1C","C","GAM","","T7","1","1","{11AA90F5-FF20-4D09-836B-12F927EE5D37}","{3BEDAC30-377B-4E20-8832-41B665A502A7}","{16514A4B-8F47-451F-A8B4-B146F5DEE338}","","{E72DFC7C-EBCF-4C2F-A452-1B933D8DF3A8}","{580B9B39-15A0-4E53-A07D-27DC530B61EE}"
"08C","I","41","6","3","0","0","1.00","1ART08C","Art Year 8 Sem 1C","C","FEJ","","","1","1","{CBF5A153-5F0D-4D7E-AEB9-0E473256F191}","{3BEDAC30-377B-4E20-8832-41B665A502A7}","{40AD2993-D198-472C-996E-80E1EE35B8B3}","","","{FED80106-6CE6-4F69-8A56-796E5DE65C19}"
"08C","J","62","2","0","0","0","1.00","1PCR08C","Pastoral Care Year 8 Sem 1C","C","FEL","","B5","1","1","{3A1F44C4-B799-4BA2-B928-E6B3DE6D078B}","{3BEDAC30-377B-4E20-8832-41B665A502A7}","{A85C1117-91B5-487B-AC82-A7E117F91882}","","{1B265DE5-59A1-4E14-ADFD-FAC4362FFFBF}","{C03E28B4-C882-41F2-84F9-1CFF766C9BE6}"
"08D","A","1","9","2","0","0","1.00","1ENG08D","English Year 8 Sem 1D","D","MCI","","","1","1","{5AA26326-15AA-4812-96F1-399028DD92A1}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{F3C0B9A6-6083-4D8E-B1B8-E1BB0C2D37B3}","","","{6F742463-D133-4526-8BED-4A4571F7B13C}"
"08D","B","2","7","2","0","0","1.00","1HUM08D","Humanities Year 8 Sem 1D","D","SPK","","","1","1","{7679DF33-9CF3-4DEB-8805-5CC6266C9E12}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{D3AAA5AE-0223-4DC2-850A-A4D5FCBC3BDD}","","","{608C96A0-3C8C-4946-8F59-9A06D2B88E97}"
"08D","C","3","9","0","0","0","1.00","1MTH08D","Mathematics Year 8 Sem 1D","D","OSH","","","1","1","{13E65134-4877-4700-8763-BFBD2FCDE16F}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{CD139A28-5AC9-432E-B869-6500D242B328}","","","{8B357B80-996F-4D38-845F-81BE1C03709C}"
"08D","D","4","7","2","0","0","1.00","1SCI08D","Science Year 8 Sem 1D","D","CDA","","","1","1","{F50B7A92-189C-40FB-A64B-F00192560475}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{BD28E20E-C7ED-45E1-9A42-D92A7160AD16}","","","{F2556D3D-9E89-4274-9B6C-34730446FCEE}"
"08D","E","21","6","0","0","0","1.00","1LAN08D","Languages: Italian Year 8 Sem 1D","D","FEL","","TC3","1","1","{C151229C-9C7E-4ACF-B1DE-EB98CC3D839E}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{A85C1117-91B5-487B-AC82-A7E117F91882}","","{52A7647D-EED7-484D-8243-F04E1F9588AF}","{9FE43029-E6A1-4CA1-84A2-73F1C81B093A}"
"08D","E","21","6","0","0","0","1.00","1EAL08D","English as an Additional Lang. Year 8 Sem 1D","D","CLK","","","1","2","{C151229C-9C7E-4ACF-B1DE-EB98CC3D839E}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{A84C5BAB-EA9B-46ED-9C6C-FD899B57BF23}","","","{9194638A-F313-4931-8987-972A3457F90D}"
"08D","F","6","4","2","0","0","1.00","1PED08D","Physical Education Year 8 Sem 1D","D","ANM","","","1","1","{6B00D3BE-9C3A-4F7F-AB23-C16CE454AA8A}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","","{F1B43F72-D48C-4BA6-9D47-27064825D66D}"
"08D","G","34","4","0","0","0","1.00","1HHD08D","Health & Human Development Year 8 Sem 1D","D","OHA","","","1","1","{4C49B247-5009-4EBD-AEB9-F42AEF4F7A8A}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","","{FE5D7ABA-F1CF-4D4B-B757-EC7098232DE6}"
"08D","H","22","6","3","0","0","1.00","1HEC08D","Home Economics Year 8 Sem 1D","D","FIT","","","1","1","{3A84CEE3-D3EB-4D4F-AD5B-A6264B71745F}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{FE6D7ECB-ED48-4872-8140-4CCE71FAA338}","","","{070D046A-BBC0-4403-B526-CE1011E1BC97}"
"08D","I","28","3","0","0","0","1.00","1MUS08D","Music Year 8 Sem 1D","D","MAR","","PA6","1","1","{5513DB95-A28D-4280-BDCF-936A72B34FB5}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{41B179B0-40FC-4775-892B-160A1B443EFB}","","{32962BBE-C0FA-4FE3-8757-D2143134B670}","{D0170BB4-C261-4AE8-9FAA-50B7F66E5E04}"
"08D","J","32","3","1","0","0","1.00","1DRA08D","Drama Year 8 Sem 1D","D","HIN","","","1","1","{B4A40110-1CE3-4239-A701-07CEFF71998B}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{352C7037-98BA-4002-A0B7-5AFEA9BB8CEC}","","","{894DFF1C-8DDF-4D86-BC33-215D2DD13D7E}"
"08D","K","62","2","0","0","0","1.00","1PCR08D","Pastoral Care Year 8 Sem 1D","D","ANM","","TC5","1","1","{6D97365F-9D03-4B15-80BE-2BCA62C8B666}","{E63F8436-5868-4661-BBED-9E0AEF33022C}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","{EF229366-F5C9-4E16-827A-6BBD8716DBE6}","{7A2EC318-B809-4406-BF03-2E7FFF5B50B9}"
"08E","A","1","9","2","0","0","1.00","1ENG08E","English Year 8 Sem 1E","E","MCI","","","1","1","{B6FFD1D5-0F94-4B03-BF1E-D02424C54D85}","{E477967C-3C42-4555-9198-34EC70D2D714}","{F3C0B9A6-6083-4D8E-B1B8-E1BB0C2D37B3}","","","{F67160E5-BFD7-46F0-BE2B-A0E4BFC6EC1D}"
"08E","B","2","7","2","0","0","1.00","1HUM08E","Humanities Year 8 Sem 1E","E","DYL","","","1","1","{820503C0-CC76-4B0C-BFEA-347D5511D9E4}","{E477967C-3C42-4555-9198-34EC70D2D714}","{15F3EC69-EA61-49D3-AA8D-75D08BC3E7B8}","","","{E4303B57-4387-4968-B3F4-F487D2EE33E3}"
"08E","C","3","6","0","0","0","1.00","1MTH08E","Mathematics Year 8 Sem 1E","E","ZAH","","","1","1","{D45FDD33-BFA9-4795-909A-5A85BF641B9C}","{E477967C-3C42-4555-9198-34EC70D2D714}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}","","","{ECA290BA-26BF-4847-A550-22F22FCB65C1}"
"08E","D","3","3","0","0","0","1.00","1MTH08E","Mathematics Year 8 Sem 1E","E","WHE","","","1","1","{1EC47C41-85C1-4970-B185-5AA7041B63B6}","{E477967C-3C42-4555-9198-34EC70D2D714}","{A410B90B-0677-4D90-9625-F32CFC477D59}","","","{ECA290BA-26BF-4847-A550-22F22FCB65C1}"
"08E","E","4","7","2","0","0","1.00","1SCI08E","Science Year 8 Sem 1E","E","WHE","","","1","1","{520960FA-BABF-44BF-9135-2F13FE0016FC}","{E477967C-3C42-4555-9198-34EC70D2D714}","{A410B90B-0677-4D90-9625-F32CFC477D59}","","","{3940E0A0-E451-4285-B2A8-7961F279B6DA}"
"08E","F","7","6","0","0","0","1.00","1LAN08E","Languages: Italian Year 8 Sem 1E","E","CLA","","","1","1","{43C51454-8E5C-4B58-9CCC-CDB384E3553B}","{E477967C-3C42-4555-9198-34EC70D2D714}","{B0520564-1ABC-4B84-BB24-43AA04D2E192}","","","{BEDAEA64-8776-46DE-8F49-1347E801DE70}"
"08E","G","6","4","2","0","0","1.00","1PED08E","Physical Education Year 8 Sem 1E","E","ANM","","","1","1","{783F6E5A-85A5-4F39-8727-1D8BFE691F9F}","{E477967C-3C42-4555-9198-34EC70D2D714}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","","{84431E0C-2F2C-43B5-AB1E-C0914E4B7FFE}"
"08E","H","34","4","0","0","0","1.00","1HHD08E","Health & Human Development Year 8 Sem 1E","E","MLM","","","1","1","{8356BBB8-9295-435D-9DB6-956FF9064C71}","{E477967C-3C42-4555-9198-34EC70D2D714}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}","","","{4645FAEE-5D02-47D6-B745-A7EA826D9E50}"
"08E","I","8","6","3","0","0","1.00","1MTR08E","Materials Year 8 Sem 1E","E","GAM","","T7","1","1","{9884E6A7-EDFB-4C8A-B914-2C45585A8C79}","{E477967C-3C42-4555-9198-34EC70D2D714}","{16514A4B-8F47-451F-A8B4-B146F5DEE338}","","{E72DFC7C-EBCF-4C2F-A452-1B933D8DF3A8}","{9CFF4A3A-ABDB-474A-AEC6-626CC01A4669}"
"08E","J","41","6","0","0","0","1.00","1ART08E","Art Year 8 Sem 1E","E","FEJ","","","1","1","{EFAB239E-074E-4D53-9C20-8D023C6BB254}","{E477967C-3C42-4555-9198-34EC70D2D714}","{40AD2993-D198-472C-996E-80E1EE35B8B3}","","","{400A74E0-54E0-44C0-8F3D-ADA87E83F265}"
"08E","K","62","2","0","0","0","1.00","1PCR08E","Pastoral Care Year 8 Sem 1E","E","WHE","","TC4","1","1","{49818351-1062-4548-99F3-E5838996529B}","{E477967C-3C42-4555-9198-34EC70D2D714}","{A410B90B-0677-4D90-9625-F32CFC477D59}","","{83EAD294-1F84-4965-B7FB-112E5CA6958E}","{4F187A3A-5861-4F04-AFD4-93FF87532E95}"
"07A","A","1","9","2","0","0","1.00","1ENG07A","English Year 7 Sem 1A","A","ALL","","B1","1","1","{D10343C1-A596-43AF-9F92-72B0D8A256B9}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{B779FAD7-B226-4549-97F4-15E6022B2232}","","{46F31449-B370-4DF6-8118-60FA6F8BA8F4}","{299F6069-CF76-4EDA-A0F1-3A6B6A6BB8FE}"
"07A","B","2","7","2","0","0","1.00","1HUM07A","Humanities Year 7 Sem 1A","A","WEO","","B1","1","1","{813D0299-B1A8-4D08-B702-25EE494357DA}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{A0F99FC4-5F71-4977-AF50-185CCFDFB1A6}","","{46F31449-B370-4DF6-8118-60FA6F8BA8F4}","{0031E79E-7308-4343-816F-C2D13A732992}"
"07A","C","3","9","3","0","0","1.00","1MTH07A","Mathematics Year 7 Sem 1A","A","MAN","","B1","1","1","{DB72ACF9-614A-4249-B219-812CE20D283B}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{9D91435C-C191-4ABD-8E85-A010410D9ED5}","","{46F31449-B370-4DF6-8118-60FA6F8BA8F4}","{DEA394F9-9023-4355-A3F1-BBAC2AC951B2}"
"07A","D","4","7","2","0","0","1.00","1SCI07A","Science Year 7 Sem 1A","A","GIB","","","1","1","{DA9CB64E-174D-4473-909A-F0EFA46A5BBA}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{FD728803-54DE-45AB-9813-96E17E2EF7A6}","","","{2A860858-ABDA-45CF-A417-19F156787F0B}"
"07A","E","7","6","0","0","0","1.00","1LAN07A","Languages: Italian Year 7 Sem 1A","A","FEL","","TC3","1","1","{4AE075D7-0C8D-4454-88DF-15F5FFE63FDB}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{A85C1117-91B5-487B-AC82-A7E117F91882}","","{52A7647D-EED7-484D-8243-F04E1F9588AF}","{FA9999BB-E1F8-49B4-98AB-70E43F00C6C4}"
"07A","F","6","4","2","0","0","1.00","1PED07A","Physical Education Year 7 Sem 1A","A","ANM","","","1","1","{E1B219A1-CC49-421E-8331-7F2BFFB56E89}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","","{C72EA49F-3B86-4B9C-AD61-2847AB1A4577}"
"07A","G","67","4","2","0","0","1.00","1PAS07A","PASE Year 7 Sem 1A","A","ANM","","","1","1","{798EDC68-CDBA-44A9-8F58-868C251940D0}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","","{3B1B5E6E-7D0D-4F7B-806B-CFBDBD719513}"
"07A","H","22","6","3","0","0","1.00","1HEC07A","Home Economics Year 7 Sem 1A","A","FIT","","","1","1","{54F34C6C-F238-4F6C-9CC0-9C8DD611EF17}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{FE6D7ECB-ED48-4872-8140-4CCE71FAA338}","","","{A7783520-5107-40D7-8546-757D9DCFD945}"
"07A","I","28","3","1","0","0","1.00","1MUS07A","Music Year 7 Sem 1A","A","MAR","","PA6","1","1","{75ACA348-F224-4F09-96A5-557D399E373A}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{41B179B0-40FC-4775-892B-160A1B443EFB}","","{32962BBE-C0FA-4FE3-8757-D2143134B670}","{8D75680F-4F60-4DFE-B5C9-4E17028B9E78}"
"07A","J","32","3","1","0","0","1.00","1DRA07A","Drama Year 7 Sem 1A","A","KNO","","","1","1","{3108F025-3030-40F9-B95F-7EF262B3398A}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{1614F1E3-F6D5-4768-9C21-230876168BC0}","","","{58A71C55-48D9-4759-8A33-8A0671D8775D}"
"07A","K","62","2","0","0","0","1.00","1PCR07A","Pastoral Care Year 7 Sem 1A","A","GIB","","B1","1","1","{603A2370-2289-4232-A63C-0A27806DD827}","{AD327835-87F1-44A8-B4E4-8E3CEBA289C5}","{FD728803-54DE-45AB-9813-96E17E2EF7A6}","","{46F31449-B370-4DF6-8118-60FA6F8BA8F4}","{392AD5AD-8371-4FF9-8090-06A7EFC7EB2B}"
"07B","A","1","9","2","0","0","1.00","1ENG07B","English Year 7 Sem 1B","B","ADF","","B2","1","1","{3618921E-0F31-40E7-8B19-EF4E69C06C34}","{A782D0B0-F9B5-4E43-9947-4ADC88459320}","{CA15CF69-04A3-4EF1-857C-1FB8196EF329}","","{1741A8BC-0B59-4154-B130-FFEC7B9FE273}","{D9128A4B-07C4-47FD-9E2B-542E0349016D}"
